"Thu Jun 16 16:54:49 2011","mizan","players/mizan/opl/heals/superburrito.c","1000","players/mizan/opl/environs/vending-machine-hotfood#7136"
"Sun Jul 20 16:58:32 2014","timespliter","players/mizan/opl/items/goblin-scarf.c","100000","players/mizan/opl/environs/vending-machine#10264"
"Sun Jul 20 16:58:34 2014","timespliter","players/mizan/opl/items/autocannon-remote.c","100000","players/mizan/opl/environs/vending-machine#10264"
"Sun Jul 20 16:58:38 2014","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#10264"
"Sun Jul 20 16:58:46 2014","timespliter","players/mizan/opl/items/volcanogun-remote.c","150000","players/mizan/opl/environs/vending-machine#10264"
"Sun Jul 20 16:59:06 2014","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#10264"
"Wed Jul 23 23:27:53 2014","humble","players/mizan/opl/heals/energybar_diaper.c","1800","players/mizan/opl/environs/vending-machine-junkfood#19515"
"Wed Jul 23 23:27:55 2014","humble","players/mizan/opl/heals/energybar_hotgarbage.c","1800","players/mizan/opl/environs/vending-machine-junkfood#19515"
"Wed Jul 23 23:27:57 2014","humble","players/mizan/opl/heals/jellydonut.c","1000","players/mizan/opl/environs/vending-machine-junkfood#19515"
"Wed Jul 23 23:27:59 2014","humble","players/mizan/opl/heals/foodloaf.c","1200","players/mizan/opl/environs/vending-machine-junkfood#19515"
"Sun Jul 27 16:18:24 2014","deathseeker","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#4406"
"Mon Jul 28 16:27:43 2014","humble","players/mizan/opl/heals/turboburrito.c","1500","players/mizan/opl/environs/vending-machine-hotfood#6472"
"Wed Jul 30 16:28:34 2014","xerxes","players/mizan/opl/items/wookie-translator.c","75000","players/mizan/opl/environs/vending-machine#5621"
"Wed Jul 30 16:28:42 2014","xerxes","players/mizan/opl/items/autocannon-remote.c","100000","players/mizan/opl/environs/vending-machine#5621"
"Wed Jul 30 17:16:56 2014","lok","players/mizan/opl/heals/cloacacola.c","2000","players/mizan/opl/environs/lemonade-stand#5677"
"Wed Jul 30 17:16:56 2014","lok","players/mizan/opl/heals/cloacacola.c","2000","players/mizan/opl/environs/lemonade-stand#5677"
"Wed Jul 30 17:16:58 2014","lok","players/mizan/opl/heals/cloacacola.c","2000","players/mizan/opl/environs/lemonade-stand#5677"
"Wed Jul 30 17:17:02 2014","lok","players/mizan/opl/heals/cloacacola.c","2000","players/mizan/opl/environs/lemonade-stand#5677"
"Wed Jul 30 17:17:06 2014","lok","players/mizan/opl/heals/cloacacola.c","2000","players/mizan/opl/environs/lemonade-stand#5677"
"Wed Jul 30 17:17:10 2014","lok","players/mizan/opl/heals/cloacacola.c","2000","players/mizan/opl/environs/lemonade-stand#5677"
"Wed Jul 30 17:17:30 2014","lok","players/mizan/opl/heals/cloacacola.c","2000","players/mizan/opl/environs/lemonade-stand#5677"
"Wed Jul 30 17:17:30 2014","lok","players/mizan/opl/heals/cloacacola.c","2000","players/mizan/opl/environs/lemonade-stand#5677"
"Wed Jul 30 17:17:30 2014","lok","players/mizan/opl/heals/cloacacola.c","2000","players/mizan/opl/environs/lemonade-stand#5677"
"Wed Jul 30 17:17:30 2014","lok","players/mizan/opl/heals/cloacacola.c","2000","players/mizan/opl/environs/lemonade-stand#5677"
"Wed Jul 30 19:37:54 2014","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#5621"
"Thu Jul 31 22:15:14 2014","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#20310"
"Thu Jul 31 22:43:54 2014","humble","players/mizan/opl/heals/jellydonut.c","1000","players/mizan/opl/environs/vending-machine-junkfood#17251"
"Thu Jul 31 22:43:56 2014","humble","players/mizan/opl/heals/jellydonut.c","1000","players/mizan/opl/environs/vending-machine-junkfood#17251"
"Thu Jul 31 22:43:56 2014","humble","players/mizan/opl/heals/jellydonut.c","1000","players/mizan/opl/environs/vending-machine-junkfood#17251"
"Thu Jul 31 22:43:56 2014","humble","players/mizan/opl/heals/jellydonut.c","1000","players/mizan/opl/environs/vending-machine-junkfood#17251"
"Thu Jul 31 22:43:58 2014","humble","players/mizan/opl/heals/jellydonut.c","1000","players/mizan/opl/environs/vending-machine-junkfood#17251"
"Thu Jul 31 22:46:49 2014","humble","players/mizan/opl/heals/energybar_diaper.c","1800","players/mizan/opl/environs/vending-machine-junkfood#17251"
"Fri Aug 15 23:19:53 2014","brak","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#16598"
"Fri Aug 15 23:20:07 2014","brak","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#16598"
"Mon Sep  1 09:24:55 2014","teepo","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#6262"
"Mon Sep  1 23:43:01 2014","chrono","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#6262"
"Tue Sep  2 14:36:13 2014","chrono","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#5943"
"Wed Sep  3 12:17:22 2014","chrono","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#5064"
"Wed Sep  3 12:31:41 2014","chrono","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#5064"
"Sun Sep 21 20:21:03 2014","dameon","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#7623"
"Sun Sep 28 23:12:04 2014","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#12574"
"Sun Sep 28 23:12:06 2014","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#12574"
"Fri Oct 24 22:15:42 2014","jaster","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#10412"
"Fri Oct 31 21:01:41 2014","chrono","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#5493"
"Sat Nov  1 23:18:30 2014","chrono","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#5864"
"Mon Dec  1 20:27:12 2014","jaster","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#6959"
"Wed Dec  3 01:45:33 2014","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#11370"
"Wed Dec 10 01:14:52 2014","fastkill","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#9302"
"Wed Dec 10 18:08:59 2014","jadin","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#8002"
"Sat Dec 13 15:57:56 2014","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#5889"
"Sat Dec 13 17:41:06 2014","xerxes","players/mizan/opl/heals/hotnuts.c","2000","players/mizan/opl/environs/vending-machine-hotfood#5932"
"Wed Dec 17 02:41:12 2014","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#10455"
"Thu Dec 25 18:09:19 2014","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#6999"
"Thu Dec 25 18:31:44 2014","timespliter","players/mizan/opl/heals/superburrito.c","1000","players/mizan/opl/environs/vending-machine-hotfood#7038"
"Thu Dec 25 18:31:44 2014","timespliter","players/mizan/opl/heals/superburrito.c","1000","players/mizan/opl/environs/vending-machine-hotfood#7038"
"Thu Dec 25 18:31:44 2014","timespliter","players/mizan/opl/heals/superburrito.c","1000","players/mizan/opl/environs/vending-machine-hotfood#7038"
"Thu Dec 25 18:31:44 2014","timespliter","players/mizan/opl/heals/superburrito.c","1000","players/mizan/opl/environs/vending-machine-hotfood#7038"
"Thu Dec 25 18:31:44 2014","timespliter","players/mizan/opl/heals/superburrito.c","1000","players/mizan/opl/environs/vending-machine-hotfood#7038"
"Thu Dec 25 18:31:46 2014","timespliter","players/mizan/opl/heals/superburrito.c","1000","players/mizan/opl/environs/vending-machine-hotfood#7038"
"Thu Dec 25 18:31:46 2014","timespliter","players/mizan/opl/heals/superburrito.c","1000","players/mizan/opl/environs/vending-machine-hotfood#7038"
"Thu Dec 25 18:31:46 2014","timespliter","players/mizan/opl/heals/superburrito.c","1000","players/mizan/opl/environs/vending-machine-hotfood#7038"
"Thu Dec 25 18:31:46 2014","timespliter","players/mizan/opl/heals/superburrito.c","1000","players/mizan/opl/environs/vending-machine-hotfood#7038"
"Thu Dec 25 18:34:04 2014","timespliter","players/mizan/opl/heals/superburrito.c","1000","players/mizan/opl/environs/vending-machine-hotfood#7038"
"Thu Dec 25 18:34:04 2014","timespliter","players/mizan/opl/heals/superburrito.c","1000","players/mizan/opl/environs/vending-machine-hotfood#7038"
"Thu Dec 25 18:34:25 2014","timespliter","players/mizan/opl/heals/superburrito.c","1000","players/mizan/opl/environs/vending-machine-hotfood#7038"
"Sat Jan  3 00:26:04 2015","chrono","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#5357"
"Sat Jan  3 01:59:05 2015","chrono","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#5357"
"Fri Jan  9 16:10:25 2015","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#6187"
"Thu Jan 22 21:46:29 2015","gogeta","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#6635"
"Sat Jan 24 20:07:29 2015","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#12514"
"Sun Jan 25 21:22:04 2015","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#13947"
"Mon Jan 26 22:40:25 2015","chrono","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#11689"
"Sun Feb  8 20:28:28 2015","gogeta","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#6863"
"Wed Feb 11 20:10:21 2015","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#6398"
"Wed Feb 25 21:00:58 2015","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#5437"
"Sun Mar  1 17:39:11 2015","deathseeker","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#10289"
"Mon Apr 27 20:22:43 2015","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#10606"
"Wed Apr 29 20:01:34 2015","mosh","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#6391"
"Fri May  1 19:45:24 2015","brak","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#10483"
"Sat May  2 18:48:33 2015","deathseeker","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#11208"
"Sun May  3 18:00:08 2015","deathseeker","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#14073"
"Thu May 14 19:20:16 2015","chrono","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#7634"
"Thu May 21 20:20:38 2015","deathseeker","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#7403"
"Mon May 25 20:59:21 2015","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#6979"
"Wed Jul  8 21:19:02 2015","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#7219"
"Wed Jul 15 21:15:01 2015","deathseeker","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#8495"
"Sat Jul 25 23:03:48 2015","chrono","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#16537"
"Mon Jul 27 23:18:34 2015","deathseeker","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#13815"
"Sun Aug  9 20:52:10 2015","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#18164"
"Thu Aug 13 22:52:11 2015","deathseeker","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#14108"
"Fri Aug 14 00:19:22 2015","deathseeker","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#14108"
"Fri Aug 14 00:31:22 2015","humble","players/mizan/opl/heals/jellydonut.c","1000","players/mizan/opl/environs/vending-machine-junkfood#15522"
"Fri Aug 14 00:31:22 2015","humble","players/mizan/opl/heals/jellydonut.c","1000","players/mizan/opl/environs/vending-machine-junkfood#15522"
"Fri Aug 14 00:31:24 2015","humble","players/mizan/opl/heals/jellydonut.c","1000","players/mizan/opl/environs/vending-machine-junkfood#15522"
"Fri Aug 14 00:31:24 2015","humble","players/mizan/opl/heals/jellydonut.c","1000","players/mizan/opl/environs/vending-machine-junkfood#15522"
"Fri Aug 14 00:31:26 2015","humble","players/mizan/opl/heals/jellydonut.c","1000","players/mizan/opl/environs/vending-machine-junkfood#15522"
"Fri Aug 14 00:31:30 2015","humble","players/mizan/opl/heals/jellydonut.c","1000","players/mizan/opl/environs/vending-machine-junkfood#15522"
"Fri Aug 14 00:31:30 2015","humble","players/mizan/opl/heals/jellydonut.c","1000","players/mizan/opl/environs/vending-machine-junkfood#15522"
"Fri Aug 14 00:31:32 2015","humble","players/mizan/opl/heals/jellydonut.c","1000","players/mizan/opl/environs/vending-machine-junkfood#15522"
"Fri Aug 14 00:31:32 2015","humble","players/mizan/opl/heals/jellydonut.c","1000","players/mizan/opl/environs/vending-machine-junkfood#15522"
"Fri Aug 14 00:31:34 2015","humble","players/mizan/opl/heals/jellydonut.c","1000","players/mizan/opl/environs/vending-machine-junkfood#15522"
"Fri Aug 21 21:08:09 2015","chrono","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#10608"
"Fri Aug 21 21:45:39 2015","humble","players/mizan/opl/heals/energybar_diaper.c","1800","players/mizan/opl/environs/vending-machine-junkfood#11302"
"Fri Aug 21 21:45:41 2015","humble","players/mizan/opl/heals/energybar_hotgarbage.c","1800","players/mizan/opl/environs/vending-machine-junkfood#11302"
"Fri Aug 21 22:01:16 2015","humble","players/mizan/opl/heals/jellydonut.c","1000","players/mizan/opl/environs/vending-machine-junkfood#11302"
"Fri Aug 21 22:01:20 2015","humble","players/mizan/opl/heals/foodloaf.c","1200","players/mizan/opl/environs/vending-machine-junkfood#11302"
"Thu Aug 27 17:36:02 2015","thor","players/mizan/opl/items/zombie-perfume.c","100000","players/mizan/opl/environs/vending-machine#5192"
"Thu Aug 27 17:36:21 2015","thor","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#5192"
"Thu Aug 27 19:53:21 2015","chrono","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#5192"
"Sat Aug 29 22:55:02 2015","chrono","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#11276"
"Sat Aug 29 23:45:28 2015","chrono","players/mizan/opl/heals/energybar_diaper.c","1800","players/mizan/opl/environs/vending-machine-junkfood#11724"
"Sat Aug 29 23:45:28 2015","chrono","players/mizan/opl/heals/energybar_diaper.c","1800","players/mizan/opl/environs/vending-machine-junkfood#11724"
"Sat Aug 29 23:45:30 2015","chrono","players/mizan/opl/heals/energybar_diaper.c","1800","players/mizan/opl/environs/vending-machine-junkfood#11724"
"Sat Aug 29 23:47:18 2015","chrono","players/mizan/opl/heals/energybar_diaper.c","1800","players/mizan/opl/environs/vending-machine-junkfood#11724"
"Sat Aug 29 23:47:18 2015","chrono","players/mizan/opl/heals/energybar_diaper.c","1800","players/mizan/opl/environs/vending-machine-junkfood#11724"
"Sat Aug 29 23:47:18 2015","chrono","players/mizan/opl/heals/energybar_diaper.c","1800","players/mizan/opl/environs/vending-machine-junkfood#11724"
"Sat Aug 29 23:47:18 2015","chrono","players/mizan/opl/heals/energybar_diaper.c","1800","players/mizan/opl/environs/vending-machine-junkfood#11724"
"Sat Aug 29 23:48:38 2015","chrono","players/mizan/opl/heals/energybar_diaper.c","1800","players/mizan/opl/environs/vending-machine-junkfood#11724"
"Sat Aug 29 23:48:38 2015","chrono","players/mizan/opl/heals/energybar_diaper.c","1800","players/mizan/opl/environs/vending-machine-junkfood#11724"
"Sat Aug 29 23:48:38 2015","chrono","players/mizan/opl/heals/energybar_diaper.c","1800","players/mizan/opl/environs/vending-machine-junkfood#11724"
"Sat Aug 29 23:50:09 2015","chrono","players/mizan/opl/heals/energybar_diaper.c","1800","players/mizan/opl/environs/vending-machine-junkfood#11724"
"Sat Sep  5 20:25:54 2015","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#12937"
"Fri Sep 18 22:27:40 2015","sponge","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#14363"
"Sat Sep 19 03:00:11 2015","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#14363"
"Mon Sep 21 22:20:16 2015","chrono","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#9100"
"Wed Sep 30 19:15:15 2015","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#8514"
"Tue Oct  6 14:28:59 2015","chrono","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#7099"
"Tue Oct  6 21:19:40 2015","chrono","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#7099"
"Wed Oct  7 23:33:27 2015","chrono","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#9970"
"Thu Oct  8 19:03:08 2015","chrono","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#9890"
"Sun Oct 11 22:19:52 2015","dameon","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#17960"
"Thu Oct 22 20:34:45 2015","chrono","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#15375"
"Sat Nov 28 17:54:45 2015","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#4263"
"Fri Jul 15 21:18:46 2016","chrono","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#11053"
"Mon Sep  5 21:55:47 2016","timespliter","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#6023"
"Mon Sep 12 18:35:49 2016","beezlebub","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#7638"
"Tue Sep 20 15:41:38 2016","chrono","players/mizan/opl/items/cock_unblocker.c","100000","players/mizan/opl/environs/vending-machine#6471"
